gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,played,in_dreamteam
1,264,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,4,0,1,0,69,6,True,False
1,265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,True,False
1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,269,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,True,False
1,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,271,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,50,1,True,False
1,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,274,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,1,True,False
1,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,280,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,1,True,False
1,281,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3,0,0,0,0,0,True,False
1,282,90,0,0,0,1,0,0,0,0,0,4,0,0,0,0,12,12,0,0,0,63,5,True,False
1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,286,90,0,0,0,1,0,0,0,0,0,0,0,0,0,3,40,8,0,0,0,56,5,True,False
1,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,288,57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,37,6,0,0,0,25,-1,True,False
1,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,290,90,0,0,0,1,0,0,1,0,0,0,0,0,0,2,22,7,1,2,1,57,2,True,False
1,291,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,4,2,0,1,57,2,True,False
1,292,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,3,0,1,0,48,2,True,False
1,293,81,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2,1,0,1,76,8,True,False
1,294,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,1,51,2,True,False
1,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,296,90,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,6,1,0,0,24,3,True,False
1,297,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,6,1,0,0,28,4,True,False
1,298,90,0,0,1,0,0,0,0,0,0,3,1,0,0,0,25,8,0,0,0,79,9,True,False
1,299,90,0,0,1,0,0,0,0,0,0,0,0,0,0,2,31,6,0,0,0,33,4,True,False
1,300,78,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,3,1,0,0,68,3,True,False
1,301,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,3,0,0,0,62,6,True,False
1,302,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,True,False
1,303,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,70,7,True,False
1,304,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,43,13,0,0,0,66,9,True,False
1,305,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,29,7,True,False
1,306,63,0,0,1,0,0,0,0,1,0,0,0,0,0,2,24,7,0,0,0,50,3,True,False
1,307,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,False
1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,309,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,True,False
1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,322,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,True,False
1,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,328,65,1,0,1,0,0,0,0,1,0,0,2,0,0,2,24,3,4,0,0,93,10,True,False
1,329,76,0,1,1,0,0,0,0,0,0,0,0,0,0,3,25,8,1,0,0,86,8,True,False
1,330,65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,4,0,0,0,62,3,True,False
1,331,90,0,0,1,0,0,0,0,0,0,0,1,0,0,1,59,10,0,0,0,87,9,True,False
1,332,90,1,0,1,0,0,0,0,0,0,0,3,1,1,0,40,4,3,0,1,97,15,True,True
1,333,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,74,8,True,False
1,334,90,0,0,1,0,0,0,0,0,0,3,0,0,0,0,16,7,0,0,0,76,8,True,False
1,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,336,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,50,5,True,False
1,337,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,0,61,5,True,False
1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,339,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,10,0,0,0,81,7,True,False
1,340,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,1,True,False
1,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,342,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,True,False
1,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,345,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,True,False
1,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,349,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,True,False
1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,356,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,True,False
1,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,360,72,0,1,1,0,0,0,0,0,0,0,0,0,0,1,28,14,0,0,0,0,11,True,True
1,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,373,90,0,0,0,4,0,0,0,0,0,8,0,0,0,0,13,18,0,0,0,49,4,True,False
1,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,375,90,0,0,0,4,0,0,0,0,0,0,0,0,0,2,12,5,0,0,0,14,0,True,False
1,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,377,90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,17,1,True,False
1,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,382,79,0,0,0,4,0,0,0,0,0,0,0,0,0,1,21,9,0,0,0,0,3,True,False
1,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,390,90,0,0,0,4,0,0,0,0,0,0,0,0,0,2,14,7,0,0,0,27,3,True,False
1,391,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,True,False
1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,393,68,0,0,0,2,0,0,0,1,0,0,0,0,0,2,25,6,0,0,0,48,2,True,False
1,394,80,1,0,0,3,0,0,0,0,0,0,0,0,0,0,10,6,2,0,0,69,8,True,False
1,395,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,True,False
1,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,397,83,0,0,0,2,0,0,0,1,0,0,0,0,0,1,33,13,0,0,0,47,2,True,False
1,398,83,0,0,0,2,0,0,0,0,0,0,0,0,0,1,12,7,0,0,0,51,2,True,False
1,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,407,90,0,0,0,3,0,0,0,0,0,3,0,0,0,0,9,10,0,0,0,19,2,True,False
1,408,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,1,True,False
1,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,411,59,0,0,0,1,0,0,0,1,0,0,0,0,0,1,22,5,0,0,0,52,0,True,False
1,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,414,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,False
1,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,419,87,0,0,0,2,0,0,0,0,0,0,0,0,0,3,20,11,0,0,0,28,3,True,False
1,420,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,True,False
1,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,422,90,0,0,0,3,0,0,0,0,0,0,0,0,0,1,39,14,1,0,1,46,3,True,False
1,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,424,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,1,True,False
1,425,90,1,0,0,3,0,0,0,0,0,0,0,0,0,2,12,8,1,0,0,60,8,True,False
1,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,427,90,0,1,0,3,0,0,0,0,0,0,0,0,0,0,34,9,0,2,0,30,7,True,False
1,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,429,83,0,0,0,2,0,0,0,0,0,0,0,0,0,1,49,11,0,0,0,52,4,True,False
1,430,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,29,2,True,False
1,431,90,0,0,0,3,0,0,0,0,0,0,0,0,0,1,24,9,0,1,0,23,3,True,False
1,432,89,0,0,1,0,0,0,0,1,0,0,0,0,0,2,27,11,0,0,0,37,6,True,False
1,433,79,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,3,0,0,1,62,4,True,False
1,434,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1,0,4,True,False
1,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,436,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,3,0,1,0,42,3,True,False
1,437,90,0,0,1,0,0,0,0,0,0,0,3,0,0,2,56,9,0,0,0,81,8,True,False
1,438,90,0,0,1,0,0,0,0,0,0,6,2,1,0,0,17,13,0,0,0,80,14,True,True
1,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,441,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,11,0,0,1,75,8,True,False
1,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,443,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,True,False
1,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,445,67,0,0,1,0,0,0,0,0,0,0,0,0,0,2,25,1,1,0,0,41,3,True,False
1,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,450,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,12,0,0,0,52,8,True,False
1,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,452,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,False
1,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,454,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,45,2,True,False
1,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,456,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,True,False
1,457,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,True,False
1,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,460,72,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26,9,0,0,0,49,3,True,False
1,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,463,90,0,0,0,1,0,0,0,0,0,2,0,0,0,0,12,5,0,0,0,66,3,True,False
1,464,72,1,0,0,1,0,0,0,0,0,0,0,1,0,1,28,7,1,1,0,60,11,True,False
1,465,90,0,1,0,1,0,0,0,1,0,0,3,0,0,1,43,13,0,1,0,89,11,True,True
1,466,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,62,2,True,False
1,467,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,True,False
1,468,90,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32,11,0,0,1,74,4,True,False
1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,470,90,1,1,0,1,0,0,0,0,0,0,2,0,1,0,20,1,1,2,1,83,14,True,False
1,471,72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,2,1,0,0,41,2,True,False
1,472,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,2,True,False
1,473,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,6,0,1,0,42,3,True,False
1,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,475,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,6,True,False
1,476,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,True,False
1,477,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,44,3,True,False
1,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,484,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,8,0,0,0,54,4,True,False
1,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,488,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,1,1,0,4,True,False
1,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,496,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,50,4,True,False
1,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,498,90,0,0,0,1,0,1,0,0,0,3,0,0,0,0,18,6,0,0,0,80,8,True,False
1,499,63,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,33,3,True,False
1,500,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,8,0,0,1,59,3,True,False
1,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,503,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,True,False
1,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,512,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,1,True,False
1,513,90,0,0,0,1,0,0,0,0,0,0,0,0,0,2,55,6,1,0,0,62,4,True,False
1,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,515,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,3,0,0,0,53,2,True,False
1,516,85,0,1,0,1,0,0,0,0,0,0,2,0,0,1,37,11,0,1,0,82,9,True,False
1,517,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,9,0,0,0,37,3,True,False
1,518,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,True,False
1,519,90,0,0,0,1,0,0,0,1,0,0,0,0,0,2,28,4,1,1,1,50,1,True,False
1,520,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,15,0,0,0,58,5,True,False
1,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,523,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,4,0,1,0,55,3,True,False
1,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
1,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
